crop,plant_id,plant_type,plant_name,plant_common_name,plant_taxon_level,plant_family,plant_genus,plant_species
species:tephrosia-virginiana,species:tephrosia-virginiana,non-crop,Tephrosia virginiana,"Goat's Rue, Virginia Tephrosia, Catgut, Hoary-pea, Rabbit-pea",Species,Fabaceae,Tephrosia,Tephrosia virginiana
species:teucrium-canadense,species:teucrium-canadense,non-crop,Teucrium canadense,"American Germander, Wood Sage, Canada Germander",Species,Lamiaceae,Teucrium,Teucrium canadense
species:thalictrum-occidentale,species:thalictrum-occidentale,non-crop,Thalictrum occidentale,"Western Meadow-rue, Western Meadowrue, Meadow Rue",Species,Ranunculaceae,Thalictrum,Thalictrum occidentale
species:thalictrum-revolutum,species:thalictrum-revolutum,non-crop,Thalictrum revolutum,"Skunk Meadow Rue, Waxyleaf Meadowrue, Purple Meadow-rue",Species,Ranunculaceae,Thalictrum,Thalictrum revolutum
species:thalictrum-thalictroides,species:thalictrum-thalictroides,non-crop,Thalictrum thalictroides,"Rue Anemone, Anemone Meadow-rue",Species,Ranunculaceae,Thalictrum,Thalictrum thalictroides
species:thaspium-barbinode,species:thaspium-barbinode,non-crop,Thaspium barbinode,Hairyjoint Meadow Parsnip,Species,Apiaceae,Thaspium,Thaspium barbinode
species:thaspium-trifoliatum,species:thaspium-trifoliatum,non-crop,Thaspium trifoliatum,"Smooth Meadow Parsnip, Woodland Meadow Parsnip, Yellow Meadow Parsnip, Purple Meadow Parsnip",Species,Apiaceae,Thaspium,Thaspium trifoliatum
species:thermopsis-fraxinifolia,species:thermopsis-fraxinifolia,non-crop,Thermopsis fraxinifolia,"Ashleaf Goldenbanner, Ash-leaved Bush Pea, Ashleaf Golden Banner",Species,Fabaceae,Thermopsis,Thermopsis fraxinifolia
species:thermopsis-mollis,species:thermopsis-mollis,non-crop,Thermopsis mollis,"Appalachian Goldenbanner, Downy Bush-pea, Allegheny Mountain Golden Banner, Piedmont Bush Pea, Soft-haired Thermopsis",Species,Fabaceae,Thermopsis,Thermopsis mollis
species:thermopsis-montana,species:thermopsis-montana,non-crop,Thermopsis montana,"Mountain Goldenbanner, Mountain Thermopsis, False Lupin, Golden pea, Buckbean",Species,Fabaceae,Thermopsis,Thermopsis montana
species:tiarella-cordifolia,species:tiarella-cordifolia,non-crop,Tiarella cordifolia,"Heartleaf Foamflower, False Miterwort, Coalwort, Coolwort, False Bitterroot",Species,Saxifragaceae,Tiarella,Tiarella cordifolia
species:tilia-americana,species:tilia-americana,non-crop,Tilia americana,Basswood,Species,Malvaceae,Tilia,Tilia americana
species:tilia-cordata,species:tilia-cordata,non-crop,Tilia cordata,Little-leaf Linden,Species,Malvaceae,Tilia,Tilia cordata
species:tilia-platyphyllos,species:tilia-platyphyllos,non-crop,Tilia platyphyllos,Large-leaved Lime,Species,Malvaceae,Tilia,Tilia platyphyllos
species:tipularia-discolor,species:tipularia-discolor,non-crop,Tipularia discolor,"Tipularia, Cranefly Orchid, Crippled Cranefly Orchid",Species,Orchidaceae,Tipularia,Tipularia discolor
species:torenia-fournieri,species:torenia-fournieri,non-crop,Torenia fournieri,"Bluewings, Wishbone Flower",Species,Linderniaceae,Torenia,Torenia fournieri
species:torilis-arvensis,species:torilis-arvensis,non-crop,Torilis arvensis,"Spreading Hedge Parsley, Field Hedge Parsley, Common Hedge Parsley",Species,Apiaceae,Torilis,Torilis arvensis
species:toxicodendron-radicans,species:toxicodendron-radicans,non-crop,Toxicodendron radicans,Eastern Poison Ivy,Species,Anacardiaceae,Toxicodendron,Toxicodendron radicans
species:toxicodendron-rydbergii,species:toxicodendron-rydbergii,non-crop,Toxicodendron rydbergii,"Western Poison Ivy, Northern Poison Ivy",Species,Anacardiaceae,Toxicodendron,Toxicodendron rydbergii
species:toxicoscordion-paniculatum,species:toxicoscordion-paniculatum,non-crop,Toxicoscordion paniculatum,"Foothill Death Camas, Foothills Deathcamas, Panicled Death Camas, Sand-corn",Species,Melanthiaceae,Toxicoscordion,Toxicoscordion paniculatum
species:trachelium-caeruleum,species:trachelium-caeruleum,non-crop,Trachelium caeruleum,Blue Throatwort,Species,Campanulaceae,Trachelium,Trachelium caeruleum
species:tradescantia-subaspera,species:tradescantia-subaspera,non-crop,Tradescantia subaspera,"Zigzag Spiderwort, Wideleaf Spiderwort",Species,Commelinaceae,Tradescantia,Tradescantia subaspera
species:tradescantia-virginiana,species:tradescantia-virginiana,non-crop,Tradescantia virginiana,Virginia Spiderwort,Species,Commelinaceae,Tradescantia,Tradescantia virginiana
species:tragopogon-dubius,species:tragopogon-dubius,non-crop,Tragopogon dubius,"Yellow Salsify, Yellow Goatsbeard, Western Salsify, Wild Oysterplant",Species,Asteraceae,Tragopogon,Tragopogon dubius
species:trautvetteria-caroliniensis,species:trautvetteria-caroliniensis,non-crop,Trautvetteria caroliniensis,"Tassel Rue, False Bugbane, Carolina Bugbane",Species,Ranunculaceae,Trautvetteria,Trautvetteria caroliniensis
species:tribulus-cistoides,species:tribulus-cistoides,non-crop,Tribulus cistoides,"Jamaican Feverplant, Nohu, False Puncture Vine, Spiny-fruited Caltrop",Species,Zygophyllaceae,Tribulus,Tribulus cistoides
species:trichostema-brachiatus,species:trichostema-brachiatus,non-crop,Trichostema brachiatus,"False Pennyroyal, Fluxweed, Glade Bluecurls",Species,Lamiaceae,Trichostema,Trichostema brachiatus
species:tridax-procumbens,species:tridax-procumbens,non-crop,Tridax procumbens,"Coatbuttons, Tridax Daisy, Tridax, Cadillo Chisaca",Species,Asteraceae,Tridax,Tridax procumbens
species:trifolium-campestre,species:trifolium-campestre,non-crop,Trifolium campestre,"Low-Hop Clover, Field Clover, Large Hop Clover, Hop Trefoil",Species,Fabaceae,Trifolium,Trifolium campestre
species:trifolium-eriocephalum,species:trifolium-eriocephalum,non-crop,Trifolium eriocephalum,"Woolly Head Clover, Hairy Head Clover, Cascade Clover, Cusick's Clover, Martin's Clover, Fuzzyleaf Clover",Species,Fabaceae,Trifolium,Trifolium eriocephalum
species:trifolium-incarnatum,species:trifolium-incarnatum,non-crop,Trifolium incarnatum,"Crimson Clover, Italian Clover",Species,Fabaceae,Trifolium,Trifolium incarnatum
species:trifolium-pratense,species:trifolium-pratense,non-crop,Trifolium pratense,"Red Clover, Cowgrass",Species,Fabaceae,Trifolium,Trifolium pratense
species:trifolium-repens,species:trifolium-repens,non-crop,Trifolium repens,White Clover,Species,Fabaceae,Trifolium,Trifolium repens
species:trillium-catesbaei,species:trillium-catesbaei,non-crop,Trillium catesbaei,"Catesby's Trillium, Bashful Wakerobin, Rose Trillium",Species,Melanthiaceae,Trillium,Trillium catesbaei
species:trillium-cuneatum,species:trillium-cuneatum,non-crop,Trillium cuneatum,"Little Sweet Betsy, Purple Toadshade, Large Toadshade, Wedge-petal Trillium, Bloody Butcher",Species,Melanthiaceae,Trillium,Trillium cuneatum
species:trillium-decumbens,species:trillium-decumbens,non-crop,Trillium decumbens,Trailing Trillium,Species,Melanthiaceae,Trillium,Trillium decumbens
species:trillium-erectum,species:trillium-erectum,non-crop,Trillium erectum,"Red Trillium, Stinking Benjamin, Red Wakerobin, Wet Dog Trillium, Purple Wakerobin",Species,Melanthiaceae,Trillium,Trillium erectum
species:trillium-flexipes,species:trillium-flexipes,non-crop,Trillium flexipes,"White Trillium, Nodding Wakerobin, Bent White Trillium, Bent Trillium, Drooping Trillium, Declined Trillium",Species,Melanthiaceae,Trillium,Trillium flexipes
species:trillium-grandiflorum,species:trillium-grandiflorum,non-crop,Trillium grandiflorum,"Large-Flowered Trillium, Great White Trillium, White Trillium",Species,Melanthiaceae,Trillium,Trillium grandiflorum
species:trillium-lancifolium,species:trillium-lancifolium,non-crop,Trillium lancifolium,"Lanceleaf Trillium, Lanceleaf Wakerobin",Species,Melanthiaceae,Trillium,Trillium lancifolium
species:trillium-luteum,species:trillium-luteum,non-crop,Trillium luteum,"Yellow Trillium, Yellow Wakerobin",Species,Melanthiaceae,Trillium,Trillium luteum
species:trillium-maculatum,species:trillium-maculatum,non-crop,Trillium maculatum,"Spotted Wakerobin, Spotted Trillium",Species,Melanthiaceae,Trillium,Trillium maculatum
species:trillium-ovatum,species:trillium-ovatum,non-crop,Trillium ovatum,"Western Trillium, Western White Trillium, Pacific Trillium, Oettinger's Trillium",Species,Melanthiaceae,Trillium,Trillium ovatum
species:trillium-petiolatum,species:trillium-petiolatum,non-crop,Trillium petiolatum,"Idaho Trillium, Long-petioled Trillium, Purple Trillium, Round Leaf Trillium, Purple Wakerobin",Species,Melanthiaceae,Trillium,Trillium petiolatum
species:trillium-sessile,species:trillium-sessile,non-crop,Trillium sessile,Toadshade Trillium,Species,Melanthiaceae,Trillium,Trillium sessile
species:trillium-simile,species:trillium-simile,non-crop,Trillium simile,"Sweet White Trillium, Jeweled Wakerobin, Confusing Trillium",Species,Melanthiaceae,Trillium,Trillium simile
species:trillium-sulcatum,species:trillium-sulcatum,non-crop,Trillium sulcatum,"Southern Red Trillium, Barksdale Trillium, Furrowed Wakerobin",Species,Melanthiaceae,Trillium,Trillium sulcatum
species:trillium-undulatum,species:trillium-undulatum,non-crop,Trillium undulatum,"Painted Trillium, Painted Wakerobin, Painted Lady",Species,Melanthiaceae,Trillium,Trillium undulatum
species:trillium-vaseyi,species:trillium-vaseyi,non-crop,Trillium vaseyi,"Vasey's Trillium, Sweet Wakerobin",Species,Melanthiaceae,Trillium,Trillium vaseyi
species:trillium-viridescens,species:trillium-viridescens,non-crop,Trillium viridescens,"Green Trillium, Ozark Green Trillium, Tapertip Wakerobin",Species,Melanthiaceae,Trillium,Trillium viridescens
species:triodanis-perfoliata,species:triodanis-perfoliata,non-crop,Triodanis perfoliata,"Venus' Looking Glass, Clasping Bellwort, Clasping Venus' Looking Glass, Roundleaved Triodanis",Species,Campanulaceae,Triodanis,Triodanis perfoliata
species:triosteum-angustifolium,species:triosteum-angustifolium,non-crop,Triosteum angustifolium,"Yellow Horse Gentian, Yellowfruit Horsegentian, Narrow-leaved Horse-gentian, Lesser Horse-gentian, Yellow Tinkers Weed",Species,Caprifoliaceae,Triosteum,Triosteum angustifolium
species:triphora-trianthophoros,species:triphora-trianthophoros,non-crop,Triphora trianthophoros,"Three Bird Orchid, Threebirds, Nodding Pogonia, Nodding Ettercap",Species,Orchidaceae,Triphora,Triphora trianthophoros
species:triteleia-grandiflora,species:triteleia-grandiflora,non-crop,Triteleia grandiflora,"Large-flowered Triplet-lily, Douglas' Brodiaea, Wild Hyacinth",Species,Asparagaceae,Triteleia,Triteleia grandiflora
species:tritonia-crocata,species:tritonia-crocata,non-crop,Tritonia crocata,Flame Freesia,Species,Iridaceae,Tritonia,Tritonia crocata
species:utricularia-subulata,species:utricularia-subulata,non-crop,Utricularia subulata,"Zigzag Bladderwort, Slender Bladderwort",Species,Lentibulariaceae,Utricularia,Utricularia subulata
species:uvularia-grandiflora,species:uvularia-grandiflora,non-crop,Uvularia grandiflora,Large-flowered Bellwort,Species,Colchicaceae,Uvularia,Uvularia grandiflora
species:uvularia-perfoliata,species:uvularia-perfoliata,non-crop,Uvularia perfoliata,"Perfoliate Bellwort, Merry Bells",Species,Colchicaceae,Uvularia,Uvularia perfoliata
species:uvularia-puberula,species:uvularia-puberula,non-crop,Uvularia puberula,"Mountain Bellwort, Carolina Bellwort, Appalachian Bellwort, Coastal Bellwort",Species,Colchicaceae,Uvularia,Uvularia puberula
species:uvularia-sessilifolia,species:uvularia-sessilifolia,non-crop,Uvularia sessilifolia,"Sessileleaf Bellwort, Wild Oats",Species,Colchicaceae,Uvularia,Uvularia sessilifolia
species:vaccaria-hispanica,species:vaccaria-hispanica,non-crop,Vaccaria hispanica,"Cowcockle, Cow Soapwort, Cowherb",Species,Caryophyllaceae,Vaccaria,Vaccaria hispanica
species:vaccinium-elliottii,species:vaccinium-elliottii,non-crop,Vaccinium elliottii,"Elliott's Blueberry, Mayberry, High Bush Blueberry",Species,Ericaceae,Vaccinium,Vaccinium elliottii
species:verbascum-blattaria,species:verbascum-blattaria,non-crop,Verbascum blattaria,Moth Mullein,Species,Scrophulariaceae,Verbascum,Verbascum blattaria
species:verbascum-thapsus,species:verbascum-thapsus,non-crop,Verbascum thapsus,"Common Mullein, Great Mullein, Cowboy Toilet Paper, Flannel-plant",Species,Scrophulariaceae,Verbascum,Verbascum thapsus
species:verbena-simplex,species:verbena-simplex,non-crop,Verbena simplex,"Narrowleaf Vervain, Simple Verbena",Species,Verbenaceae,Verbena,Verbena simplex
species:verbena-urticifolia,species:verbena-urticifolia,non-crop,Verbena urticifolia,"White Vervain, Nettle-leaf Verbena",Species,Verbenaceae,Verbena,Verbena urticifolia
species:verbesina-alternifolia,species:verbesina-alternifolia,non-crop,Verbesina alternifolia,"Wingstem, Yellow Ironweed",Species,Asteraceae,Verbesina,Verbesina alternifolia
species:verbesina-occidentalis,species:verbesina-occidentalis,non-crop,Verbesina occidentalis,Yellow Crownbeard,Species,Asteraceae,Verbesina,Verbesina occidentalis
species:verbesina-virginica,species:verbesina-virginica,non-crop,Verbesina virginica,"White Crownbeard, Frostweed, Iceplant, Virginia crownbeard",Species,Asteraceae,Verbesina,Verbesina virginica
species:vernonia-gigantea,species:vernonia-gigantea,non-crop,Vernonia gigantea,"Tall Ironweed, Giant Ironweed, Ironweed",Species,Asteraceae,Vernonia,Vernonia gigantea
species:veronica-anagallis-aquatica,species:veronica-anagallis-aquatica,non-crop,Veronica anagallis-aquatica,"Water Speedwell, Sessile Water-speedwell, Brook-pimpernell, Blue Water Speedwell",Species,Plantaginaceae,Veronica,Veronica anagallis-aquatica
species:veronica-persica,species:veronica-persica,non-crop,Veronica persica,"Bird's Eye Speedwell, Persian Speedwell, Birdeye Speedwell, Winter Speedwell",Species,Plantaginaceae,Veronica,Veronica persica
species:viburnum-acerifolium,species:viburnum-acerifolium,non-crop,Viburnum acerifolium,Mapleleaf Viburnum,Species,Adoxaceae,Viburnum,Viburnum acerifolium
species:viburnum-dentatum,species:viburnum-dentatum,non-crop,Viburnum dentatum,"Southern Arrowwood, Arrowwood Viburnum",Species,Adoxaceae,Viburnum,Viburnum dentatum
species:viburnum-lantanoides,species:viburnum-lantanoides,non-crop,Viburnum lantanoides,"Hobblebush, Witch Hobble, Hobbleberry",Species,Adoxaceae,Viburnum,Viburnum lantanoides
species:vicia-caroliniana,species:vicia-caroliniana,non-crop,Vicia caroliniana,"Wood Vetch, Carolina Vetch, Pale Vetch",Species,Fabaceae,Vicia,Vicia caroliniana
species:vinca-major,species:vinca-major,non-crop,Vinca major,"Bigleaf Periwinkle, Large Periwinkle, Greater Periwinkle",Species,Apocynaceae,Vinca,Vinca major
species:vinca-minor,species:vinca-minor,non-crop,Vinca minor,"Small Periwinkle, Common Periwinkle, Dwarf Periwinkle, Lesser Periwinkle, Creeping Myrtle",Species,Apocynaceae,Vinca,Vinca minor
species:viola-bicolor,species:viola-bicolor,non-crop,Viola bicolor,"Field Pansy, Wild Pansy, Johnny Jump-up",Species,Violaceae,Viola,Viola bicolor
species:viola-blanda,species:viola-blanda,non-crop,Viola blanda,Sweet White Violet,Species,Violaceae,Viola,Viola blanda
species:viola-canadensis,species:viola-canadensis,non-crop,Viola canadensis,Canada Violet,Species,Violaceae,Viola,Viola canadensis
species:viola-egglestonii,species:viola-egglestonii,non-crop,Viola egglestonii,"Glade Violet, Eggleston's Violet",Species,Violaceae,Viola,Viola egglestonii
species:viola-hastata,species:viola-hastata,non-crop,Viola hastata,"Halberdleaf Yellow Violet, Halberd Leaf Yellow Violet",Species,Violaceae,Viola,Viola hastata
species:viola-lanceolata,species:viola-lanceolata,non-crop,Viola lanceolata,"Lanceleaf Violet, Bog White Violet, Strapleaf Violet",Species,Violaceae,Viola,Viola lanceolata
species:viola-palmata,species:viola-palmata,non-crop,Viola palmata,"Wood Violet, Early Blue Violet, Trilobed Violet",Species,Violaceae,Viola,Viola palmata
species:viola-papilionacea,species:viola-papilionacea,non-crop,Viola papilionacea,Wooly Blue Violet,Species,Violaceae,Viola,Viola papilionacea
species:viola-pedata,species:viola-pedata,non-crop,Viola pedata,Bird's-foot violet,Species,Violaceae,Viola,Viola pedata
species:viola-pubescens,species:viola-pubescens,non-crop,Viola pubescens,"Yellow Violet, Downy Yellow Violet, Smooth Yellow Violet, Yellow Forest Violet",Species,Violaceae,Viola,Viola pubescens
species:viola-purpurea,species:viola-purpurea,non-crop,Viola purpurea,"Goosefoot Violet, Goosefoot Yellow Violet, Mountain Violet",Species,Violaceae,Viola,Viola purpurea
species:viola-rostrata,species:viola-rostrata,non-crop,Viola rostrata,Long-spurred violet,Species,Violaceae,Viola,Viola rostrata
species:viola-sororia,species:viola-sororia,non-crop,Viola sororia,"Common Blue Violet, Confederate Violet, Dooryard Violet, Meadow Violet, Wild Violet",Species,Violaceae,Viola,Viola sororia
species:viola-tricolor,species:viola-tricolor,non-crop,Viola tricolor,Pansy,Species,Violaceae,Viola,Viola tricolor
species:viola-tripartita,species:viola-tripartita,non-crop,Viola tripartita,"Three-parted Yellow Violet, Threepart Violet, Wedge-leaf Yellow Violet",Species,Violaceae,Viola,Viola tripartita
species:vitis-riparia,species:vitis-riparia,non-crop,Vitis riparia,Riverbank Grape,Species,Vitaceae,Vitis,Vitis riparia
species:vitis-rotundifolia,species:vitis-rotundifolia,non-crop,Vitis rotundifolia,Muscadine Grape,Species,Vitaceae,Vitis,Vitis rotundifolia
species:vitis-vinifera,species:vitis-vinifera,non-crop,Vitis vinifera,Wine Grape,Species,Vitaceae,Vitis,Vitis vinifera
species:wyethia-helianthoides,species:wyethia-helianthoides,non-crop,Wyethia helianthoides,"White Mule's Ears, White Wyethia, White-rayed Wyethia",Species,Asteraceae,Wyethia,Wyethia helianthoides
species:xanthoceras-sorbifolium,species:xanthoceras-sorbifolium,non-crop,Xanthoceras sorbifolium,Yellowhorn,Species,Sapindaceae,Xanthoceras,Xanthoceras sorbifolium
species:xanthorhiza-simplicissima,species:xanthorhiza-simplicissima,non-crop,Xanthorhiza simplicissima,Shrub Yellowroot,Species,Ranunculaceae,Xanthorhiza,Xanthorhiza simplicissima
species:xerochrysum-bracteatum,species:xerochrysum-bracteatum,non-crop,Xerochrysum bracteatum,"Golden Everlasting, Strawflower",Species,Asteraceae,Xerochrysum,Xerochrysum bracteatum
species:xyris-difformis,species:xyris-difformis,non-crop,Xyris difformis,Bog Yellow-Eyed Grass,Species,Xyridaceae,Xyris,Xyris difformis
species:zephyranthes-atamasco,species:zephyranthes-atamasco,non-crop,Zephyranthes atamasco,"Atamasco Lily, Rain Lily, Easter-lily, Naked Lady",Species,Amaryllidaceae,Zephyranthes,Zephyranthes atamasco
